Timestamp,total_traffic_mb_s,avg_latency_ms,total_bandwidth_used_mb_s,num_congested,recommendation
2024-04-20 23:00:00,170.85999999999999,40.03666666666666,185.99,1,Scale up capacity or reroute traffic
2024-04-21 00:00:00,79.22,56.85,95.69,1,Scale up capacity or reroute traffic
2024-04-21 01:00:00,184.81,34.49333333333333,174.57,0,Maintain current configuration
2024-04-21 02:00:00,30.81,50.54999999999999,28.169999999999998,0,Scale down unused capacity
2024-04-21 03:00:00,154.03,24.826666666666668,156.3,0,Scale down unused capacity
2024-04-21 04:00:00,168.69,34.586666666666666,183.24,1,Scale up capacity or reroute traffic
2024-04-21 05:00:00,253.07,38.21,270.69,1,Scale up capacity or reroute traffic
2024-04-21 06:00:00,56.65,45.35999999999999,68.14,1,Scale up capacity or reroute traffic
2024-04-21 07:00:00,143.93,31.983333333333334,159.62,1,Scale up capacity or reroute traffic
2024-04-21 08:00:00,139.64,40.196666666666665,149.57,0,Scale down unused capacity
2024-04-21 09:00:00,235.84,30.903333333333332,278.06,1,Scale up capacity or reroute traffic
2024-04-21 10:00:00,144.12,39.61666666666667,166.24,1,Scale up capacity or reroute traffic
2024-04-21 11:00:00,114.09,48.21666666666667,120.6,1,Scale up capacity or reroute traffic
2024-04-21 12:00:00,107.35,32.653333333333336,114.24000000000001,1,Scale up capacity or reroute traffic
2024-04-21 13:00:00,156.96,39.913333333333334,162.82999999999998,1,Scale up capacity or reroute traffic
2024-04-21 14:00:00,234.73000000000002,34.483333333333334,272.74,3,Scale up capacity or reroute traffic
2024-04-21 15:00:00,250.57999999999998,14.203333333333333,273.05,1,Scale up capacity or reroute traffic
2024-04-21 16:00:00,217.83999999999997,18.64,215.5,0,Maintain current configuration
2024-04-21 17:00:00,192.32,28.01,190.36,0,Maintain current configuration
2024-04-21 18:00:00,205.85000000000002,53.98666666666667,215.41,1,Scale up capacity or reroute traffic
2024-04-21 19:00:00,173.65,29.659999999999997,261.93,3,Scale up capacity or reroute traffic
2024-04-21 20:00:00,218.53,24.820000000000004,214.58,0,Maintain current configuration
2024-04-21 21:00:00,241.45999999999998,29.64,235.41,0,Maintain current configuration
2024-04-21 22:00:00,108.79,35.126666666666665,108.89,0,Scale down unused capacity
2024-04-21 23:00:00,107.77000000000001,41.300000000000004,127.49000000000001,1,Scale up capacity or reroute traffic
2024-04-22 00:00:00,158.60000000000002,41.82333333333333,165.47,1,Scale up capacity or reroute traffic
2024-04-22 01:00:00,100.55000000000001,40.333333333333336,108.0,1,Scale up capacity or reroute traffic
2024-04-22 02:00:00,164.89,40.22666666666667,210.97,1,Scale up capacity or reroute traffic
2024-04-22 03:00:00,149.89,33.68333333333334,152.60000000000002,0,Scale down unused capacity
2024-04-22 04:00:00,129.45999999999998,30.133333333333336,123.75999999999999,0,Scale down unused capacity
2024-04-22 05:00:00,195.16,35.10666666666666,199.32,0,Maintain current configuration
2024-04-22 06:00:00,225.74,44.52,239.91,1,Scale up capacity or reroute traffic
2024-04-22 07:00:00,174.14,39.0,182.39000000000001,0,Maintain current configuration
2024-04-22 08:00:00,194.67,30.01666666666667,197.69,0,Maintain current configuration
2024-04-22 09:00:00,150.09,31.05,153.42000000000002,0,Scale down unused capacity
2024-04-22 10:00:00,112.06,33.089999999999996,111.49,0,Scale down unused capacity
2024-04-22 11:00:00,102.85,31.323333333333334,121.61,1,Scale up capacity or reroute traffic
2024-04-22 12:00:00,80.22,24.30333333333333,95.15,1,Scale up capacity or reroute traffic
2024-04-22 13:00:00,126.85,27.133333333333336,158.24,2,Scale up capacity or reroute traffic
2024-04-22 14:00:00,228.55,29.11,250.64,1,Scale up capacity or reroute traffic
2024-04-22 15:00:00,123.80000000000001,31.590000000000003,145.52,1,Scale up capacity or reroute traffic
2024-04-22 16:00:00,207.68,26.50333333333333,217.18,0,Maintain current configuration
2024-04-22 17:00:00,211.43,38.00333333333334,204.87,0,Maintain current configuration
2024-04-22 18:00:00,136.72,43.093333333333334,142.97,1,Scale up capacity or reroute traffic
2024-04-22 19:00:00,209.75,29.91333333333333,229.56,2,Scale up capacity or reroute traffic
2024-04-22 20:00:00,124.08,42.28333333333333,128.45000000000002,0,Scale down unused capacity
2024-04-22 21:00:00,196.25,14.383333333333333,252.39,1,Scale up capacity or reroute traffic
2024-04-22 22:00:00,145.88,23.05333333333333,165.47,1,Scale up capacity or reroute traffic
2024-04-22 23:00:00,124.47,33.88666666666666,127.8,0,Scale down unused capacity
2024-04-23 00:00:00,124.0,39.943333333333335,142.04000000000002,1,Scale up capacity or reroute traffic
2024-04-23 01:00:00,205.15,35.36333333333334,214.29,1,Scale up capacity or reroute traffic
2024-04-23 02:00:00,170.06,24.89,237.84,2,Scale up capacity or reroute traffic
2024-04-23 03:00:00,214.48000000000002,43.18,243.65,2,Scale up capacity or reroute traffic
2024-04-23 04:00:00,216.36,35.40333333333333,211.06,1,Scale up capacity or reroute traffic
2024-04-23 05:00:00,158.89000000000001,54.45666666666667,161.70999999999998,0,Maintain current configuration
2024-04-23 06:00:00,194.91,49.449999999999996,208.68,1,Scale up capacity or reroute traffic
2024-04-23 07:00:00,190.08,17.763333333333332,192.27,1,Scale up capacity or reroute traffic
2024-04-23 08:00:00,188.82,25.373333333333335,205.75,2,Scale up capacity or reroute traffic
2024-04-23 09:00:00,120.75999999999999,32.95666666666667,127.07,0,Scale down unused capacity
2024-04-23 10:00:00,174.58,42.16,223.25,1,Scale up capacity or reroute traffic
2024-04-23 11:00:00,130.11,34.586666666666666,130.35,0,Scale down unused capacity
2024-04-23 12:00:00,185.42000000000002,38.446666666666665,194.57,1,Scale up capacity or reroute traffic
2024-04-23 13:00:00,143.86,28.183333333333334,148.73,0,Scale down unused capacity
2024-04-23 14:00:00,162.39000000000001,28.286666666666665,208.97,2,Scale up capacity or reroute traffic
2024-04-23 15:00:00,105.5,35.449999999999996,111.47000000000001,0,Scale down unused capacity
2024-04-23 16:00:00,116.67999999999999,32.99,122.33,0,Scale down unused capacity
2024-04-23 17:00:00,181.16,26.080000000000002,179.79,0,Maintain current configuration
2024-04-23 18:00:00,213.07999999999998,41.02,211.20999999999998,0,Maintain current configuration
2024-04-23 19:00:00,117.86000000000001,47.43666666666667,108.83,0,Scale down unused capacity
2024-04-23 20:00:00,249.32,29.78333333333333,256.66999999999996,2,Scale up capacity or reroute traffic
2024-04-23 21:00:00,133.60000000000002,47.45666666666667,133.06,0,Scale down unused capacity
2024-04-23 22:00:00,95.07,27.223333333333333,100.48,0,Scale down unused capacity
2024-04-23 23:00:00,195.9,26.866666666666664,194.72,0,Maintain current configuration
2024-04-24 00:00:00,125.95999999999998,45.54666666666666,207.46,1,Scale up capacity or reroute traffic
2024-04-24 01:00:00,113.93,36.70333333333333,118.5,0,Scale down unused capacity
2024-04-24 02:00:00,121.05,43.550000000000004,172.60999999999999,1,Scale up capacity or reroute traffic
2024-04-24 03:00:00,116.39000000000001,53.196666666666665,123.36,0,Scale down unused capacity
2024-04-24 04:00:00,215.33999999999997,40.88666666666666,224.22,1,Scale up capacity or reroute traffic
2024-04-24 05:00:00,210.98000000000002,36.49666666666666,213.96,1,Scale up capacity or reroute traffic
2024-04-24 06:00:00,228.12,38.99,229.22,0,Maintain current configuration
2024-04-24 07:00:00,137.02,36.666666666666664,136.53,0,Scale down unused capacity
2024-04-24 08:00:00,30.42,24.55666666666667,35.11,1,Scale up capacity or reroute traffic
2024-04-24 09:00:00,151.62,26.203333333333333,165.35,1,Scale up capacity or reroute traffic
2024-04-24 10:00:00,108.81,41.54333333333333,99.03,0,Scale down unused capacity
2024-04-24 11:00:00,245.22000000000003,37.53,257.82,1,Scale up capacity or reroute traffic
2024-04-24 12:00:00,137.87,23.593333333333334,146.64,1,Scale up capacity or reroute traffic
2024-04-24 13:00:00,164.24,34.67333333333333,176.42000000000002,1,Scale up capacity or reroute traffic
2024-04-24 14:00:00,135.8,34.67333333333333,235.5,3,Scale up capacity or reroute traffic
2024-04-24 15:00:00,117.42,37.97,132.66,1,Scale up capacity or reroute traffic
2024-04-24 16:00:00,136.48000000000002,37.43666666666667,135.94,0,Scale down unused capacity
2024-04-24 17:00:00,101.00999999999999,31.756666666666664,105.78,0,Scale down unused capacity
2024-04-24 18:00:00,101.75,19.993333333333332,145.96,2,Scale up capacity or reroute traffic
2024-04-24 19:00:00,194.24,39.36333333333334,189.14,0,Maintain current configuration
2024-04-24 20:00:00,143.21,33.79333333333333,158.34,1,Scale up capacity or reroute traffic
2024-04-24 21:00:00,216.79000000000002,51.46333333333333,214.93,0,Maintain current configuration
2024-04-24 22:00:00,184.34,40.14666666666667,181.44,0,Maintain current configuration
2024-04-24 23:00:00,101.02000000000001,44.06,121.01,1,Scale up capacity or reroute traffic
2024-04-25 00:00:00,170.0,27.796666666666667,204.47,1,Scale up capacity or reroute traffic
2024-04-25 01:00:00,57.55,48.75,68.16,0,Scale down unused capacity
2024-04-25 02:00:00,118.8,49.25666666666666,118.13,0,Scale down unused capacity
2024-04-25 03:00:00,126.55000000000001,36.31666666666667,213.95,1,Scale up capacity or reroute traffic
2024-04-25 04:00:00,293.65999999999997,37.98,290.68,0,Maintain current configuration
2024-04-25 05:00:00,159.31,44.083333333333336,159.98,0,Scale down unused capacity
2024-04-25 06:00:00,215.26999999999998,40.26333333333333,228.31,1,Scale up capacity or reroute traffic
2024-04-25 07:00:00,198.47,28.353333333333335,201.47,0,Maintain current configuration
2024-04-25 08:00:00,76.62,43.333333333333336,71.71000000000001,0,Scale down unused capacity
2024-04-25 09:00:00,50.86,39.803333333333335,57.44,0,Scale down unused capacity
2024-04-25 10:00:00,205.72,27.05,289.54,2,Scale up capacity or reroute traffic
2024-04-25 11:00:00,174.85,41.22666666666667,232.47000000000003,1,Scale up capacity or reroute traffic
2024-04-25 12:00:00,55.42,37.98666666666667,60.81,0,Scale down unused capacity
2024-04-25 13:00:00,197.81,37.28,277.15,2,Scale up capacity or reroute traffic
2024-04-25 14:00:00,99.44,34.72666666666667,110.25,1,Scale up capacity or reroute traffic
2024-04-25 15:00:00,198.99,30.036666666666665,214.0,1,Scale up capacity or reroute traffic
2024-04-25 16:00:00,227.01,37.776666666666664,223.93,1,Scale up capacity or reroute traffic
2024-04-25 17:00:00,149.53,40.43333333333333,152.49,0,Scale down unused capacity
2024-04-25 18:00:00,101.53,22.28333333333333,195.23000000000002,2,Scale up capacity or reroute traffic
2024-04-25 19:00:00,186.82999999999998,39.20333333333333,195.46,1,Scale up capacity or reroute traffic
2024-04-25 20:00:00,90.54,38.85666666666666,111.84,2,Scale up capacity or reroute traffic
2024-04-25 21:00:00,191.77,33.593333333333334,278.57,1,Scale up capacity or reroute traffic
2024-04-25 22:00:00,157.0,25.123333333333335,161.95999999999998,0,Maintain current configuration
2024-04-25 23:00:00,258.2,20.396666666666665,250.0,0,Maintain current configuration
2024-04-26 00:00:00,155.86,39.19,159.98000000000002,0,Scale down unused capacity
2024-04-26 01:00:00,133.88,27.063333333333333,146.43,1,Scale up capacity or reroute traffic
2024-04-26 02:00:00,170.35999999999999,43.343333333333334,255.18,2,Scale up capacity or reroute traffic
2024-04-26 03:00:00,74.00999999999999,43.00333333333333,184.84,2,Scale up capacity or reroute traffic
2024-04-26 04:00:00,106.09,38.32,120.26,1,Scale up capacity or reroute traffic
2024-04-26 05:00:00,166.73000000000002,38.6,176.2,1,Scale up capacity or reroute traffic
2024-04-26 06:00:00,138.34,34.13333333333333,140.33,0,Scale down unused capacity
2024-04-26 07:00:00,186.64,37.03333333333333,188.81,0,Maintain current configuration
2024-04-26 08:00:00,229.4,41.07333333333333,233.95,1,Scale up capacity or reroute traffic
2024-04-26 09:00:00,127.49000000000001,34.34,134.21,1,Scale up capacity or reroute traffic
2024-04-26 10:00:00,116.91,46.5,137.69,1,Scale up capacity or reroute traffic
2024-04-26 11:00:00,180.53,43.81666666666667,189.89,0,Maintain current configuration
2024-04-26 12:00:00,221.2,17.356666666666666,225.14,1,Scale up capacity or reroute traffic
2024-04-26 13:00:00,189.15,51.696666666666665,181.89000000000001,0,Maintain current configuration
2024-04-26 14:00:00,107.5,46.72666666666667,108.0,0,Scale down unused capacity
2024-04-26 15:00:00,186.41,35.65333333333333,198.97,1,Scale up capacity or reroute traffic
2024-04-26 16:00:00,146.86,23.503333333333334,143.3,0,Scale down unused capacity
2024-04-26 17:00:00,200.17,39.12,214.38,1,Scale up capacity or reroute traffic
2024-04-26 18:00:00,169.64,51.913333333333334,166.5,0,Maintain current configuration
2024-04-26 19:00:00,137.96,41.07,135.14,0,Scale down unused capacity
2024-04-26 20:00:00,197.39999999999998,40.406666666666666,207.64000000000001,0,Maintain current configuration
2024-04-26 21:00:00,125.02,29.040000000000003,128.41,1,Scale up capacity or reroute traffic
2024-04-26 22:00:00,165.88,31.253333333333334,194.61,1,Scale up capacity or reroute traffic
2024-04-26 23:00:00,187.21,27.473333333333333,257.56,2,Scale up capacity or reroute traffic
2024-04-27 00:00:00,145.19,43.580000000000005,145.36,0,Scale down unused capacity
2024-04-27 01:00:00,195.26999999999998,38.693333333333335,200.42000000000002,1,Scale up capacity or reroute traffic
2024-04-27 02:00:00,194.91,36.04,216.1,1,Scale up capacity or reroute traffic
2024-04-27 03:00:00,136.1,36.776666666666664,241.39,2,Scale up capacity or reroute traffic
2024-04-27 04:00:00,118.48,19.099999999999998,132.19,1,Scale up capacity or reroute traffic
2024-04-27 05:00:00,219.54999999999998,31.546666666666667,286.33000000000004,1,Scale up capacity or reroute traffic
2024-04-27 06:00:00,107.96000000000001,41.67666666666667,106.91999999999999,0,Scale down unused capacity
2024-04-27 07:00:00,198.88,39.58,199.52,0,Maintain current configuration
2024-04-27 08:00:00,111.4,40.89,135.35,1,Scale up capacity or reroute traffic
2024-04-27 09:00:00,196.72,31.796666666666667,267.82,2,Scale up capacity or reroute traffic
2024-04-27 10:00:00,141.53,43.080000000000005,163.88,2,Scale up capacity or reroute traffic
2024-04-27 11:00:00,216.32,27.116666666666664,215.14,0,Maintain current configuration
2024-04-27 12:00:00,198.67000000000002,15.520000000000001,211.64999999999998,1,Scale up capacity or reroute traffic
2024-04-27 13:00:00,151.57999999999998,18.53,145.95,0,Scale down unused capacity
2024-04-27 14:00:00,176.16,31.873333333333335,175.28,0,Maintain current configuration
2024-04-27 15:00:00,219.84,48.74333333333334,217.44,0,Maintain current configuration
2024-04-27 16:00:00,144.11,44.79,159.95,1,Scale up capacity or reroute traffic
2024-04-27 17:00:00,145.25,38.876666666666665,141.29,0,Scale down unused capacity
2024-04-27 18:00:00,146.98999999999998,23.34,155.65,0,Scale down unused capacity
2024-04-27 19:00:00,228.0,33.10666666666667,230.04,0,Maintain current configuration
2024-04-27 20:00:00,222.7,34.12,227.87,1,Scale up capacity or reroute traffic
2024-04-27 21:00:00,156.62,45.473333333333336,164.04000000000002,0,Maintain current configuration
2024-04-27 22:00:00,127.27000000000001,25.13,218.38,1,Scale up capacity or reroute traffic
2024-04-27 23:00:00,128.95,43.29333333333333,132.57999999999998,0,Scale down unused capacity
2024-04-28 00:00:00,198.0,31.826666666666668,250.7,2,Scale up capacity or reroute traffic
2024-04-28 01:00:00,184.57,33.27333333333333,206.15,2,Scale up capacity or reroute traffic
2024-04-28 02:00:00,137.56,33.416666666666664,136.96,1,Scale up capacity or reroute traffic
2024-04-28 03:00:00,204.12,21.573333333333334,218.14,1,Scale up capacity or reroute traffic
2024-04-28 04:00:00,193.19,49.43666666666667,204.28,1,Scale up capacity or reroute traffic
2024-04-28 05:00:00,130.99,34.403333333333336,232.34,1,Scale up capacity or reroute traffic
2024-04-28 06:00:00,111.21,45.446666666666665,116.75,0,Scale down unused capacity
2024-04-28 07:00:00,114.59,38.57666666666667,127.9,1,Scale up capacity or reroute traffic
2024-04-28 08:00:00,121.1,17.893333333333334,120.87,0,Scale down unused capacity
2024-04-28 09:00:00,101.72,33.723333333333336,95.5,0,Scale down unused capacity
2024-04-28 10:00:00,159.39,43.669999999999995,161.58,0,Maintain current configuration
2024-04-28 11:00:00,150.23000000000002,37.346666666666664,155.97,0,Scale down unused capacity
2024-04-28 12:00:00,213.82999999999998,36.66,211.89999999999998,0,Maintain current configuration
2024-04-28 13:00:00,55.14,25.19666666666667,165.09,2,Scale up capacity or reroute traffic
2024-04-28 14:00:00,166.37,32.513333333333335,188.86,1,Scale up capacity or reroute traffic
2024-04-28 15:00:00,59.089999999999996,23.02,59.11,0,Scale down unused capacity
2024-04-28 16:00:00,167.52,22.273333333333337,179.05,1,Scale up capacity or reroute traffic
2024-04-28 17:00:00,162.64,24.21333333333334,167.07999999999998,1,Scale up capacity or reroute traffic
2024-04-28 18:00:00,173.34,29.189999999999998,185.25,1,Scale up capacity or reroute traffic
2024-04-28 19:00:00,169.5,25.963333333333335,177.52999999999997,1,Scale up capacity or reroute traffic
2024-04-28 20:00:00,108.85,35.64333333333334,132.70000000000002,1,Scale up capacity or reroute traffic
2024-04-28 21:00:00,196.38,17.453333333333333,196.48000000000002,0,Maintain current configuration
2024-04-28 22:00:00,217.20999999999998,31.863333333333333,211.64,0,Maintain current configuration
2024-04-28 23:00:00,178.5,32.07333333333333,180.90000000000003,0,Maintain current configuration
2024-04-29 00:00:00,133.7,37.61666666666667,169.65,1,Scale up capacity or reroute traffic
2024-04-29 01:00:00,139.57999999999998,40.13333333333333,162.53,1,Scale up capacity or reroute traffic
2024-04-29 02:00:00,118.06,22.7,108.92,0,Scale down unused capacity
2024-04-29 03:00:00,237.29,37.406666666666666,245.41000000000003,0,Maintain current configuration
2024-04-29 04:00:00,106.54,26.38,132.29,2,Scale up capacity or reroute traffic
2024-04-29 05:00:00,209.34,31.22,223.34,1,Scale up capacity or reroute traffic
2024-04-29 06:00:00,161.54,21.49666666666667,162.06,1,Scale up capacity or reroute traffic
2024-04-29 07:00:00,153.04,26.149999999999995,155.44,1,Scale up capacity or reroute traffic
2024-04-29 08:00:00,173.85,28.99,239.32,2,Scale up capacity or reroute traffic
2024-04-29 09:00:00,131.35999999999999,47.06,133.41,0,Scale down unused capacity
2024-04-29 10:00:00,175.63,35.53333333333333,210.83,2,Scale up capacity or reroute traffic
2024-04-29 11:00:00,118.46000000000001,38.10666666666666,127.05,0,Scale down unused capacity
2024-04-29 12:00:00,153.06,32.36,161.7,1,Scale up capacity or reroute traffic
2024-04-29 13:00:00,179.65,41.38333333333333,190.35,1,Scale up capacity or reroute traffic
2024-04-29 14:00:00,127.65,42.97333333333333,223.41000000000003,1,Scale up capacity or reroute traffic
2024-04-29 15:00:00,107.14,34.73,104.58,0,Scale down unused capacity
2024-04-29 16:00:00,150.06,38.79333333333334,154.35,0,Scale down unused capacity
2024-04-29 17:00:00,150.16,21.8,143.99,0,Scale down unused capacity
2024-04-29 18:00:00,231.38,29.76,233.88,0,Maintain current configuration
2024-04-29 19:00:00,221.04,37.763333333333335,229.42000000000002,2,Scale up capacity or reroute traffic
2024-04-29 20:00:00,68.93,35.27333333333333,86.12,1,Scale up capacity or reroute traffic
2024-04-29 21:00:00,105.2,37.09,114.28,1,Scale up capacity or reroute traffic
2024-04-29 22:00:00,204.26999999999998,27.293333333333333,207.93,0,Maintain current configuration
2024-04-29 23:00:00,131.66,46.60999999999999,141.44,1,Scale up capacity or reroute traffic
2024-04-30 00:00:00,187.13,17.516666666666666,210.44,2,Scale up capacity or reroute traffic
2024-04-30 01:00:00,211.99,47.50666666666667,246.95999999999998,2,Scale up capacity or reroute traffic
2024-04-30 02:00:00,219.11,39.17333333333334,265.82,2,Scale up capacity or reroute traffic
2024-04-30 03:00:00,181.51000000000002,36.61333333333334,188.16,1,Scale up capacity or reroute traffic
2024-04-30 04:00:00,111.99000000000001,39.33,109.63,0,Scale down unused capacity
2024-04-30 05:00:00,191.71,40.166666666666664,194.19,0,Maintain current configuration
2024-04-30 06:00:00,208.32,38.57666666666667,228.78,1,Scale up capacity or reroute traffic
2024-04-30 07:00:00,166.35000000000002,25.223333333333333,164.9,0,Maintain current configuration
2024-04-30 08:00:00,199.28,24.936666666666667,229.44,2,Scale up capacity or reroute traffic
2024-04-30 09:00:00,191.74,38.47,203.21,1,Scale up capacity or reroute traffic
2024-04-30 10:00:00,252.35000000000002,26.23,266.13,1,Scale up capacity or reroute traffic
2024-04-30 11:00:00,75.64,35.763333333333335,70.62,0,Scale down unused capacity
2024-04-30 12:00:00,145.38,38.37,164.22,1,Scale up capacity or reroute traffic
2024-04-30 13:00:00,223.76,27.040000000000003,214.67,0,Maintain current configuration
2024-04-30 14:00:00,167.04,31.043333333333333,186.92,1,Scale up capacity or reroute traffic
2024-04-30 15:00:00,204.18,44.66,203.70999999999998,0,Maintain current configuration
2024-04-30 16:00:00,190.63,20.779999999999998,206.19,1,Scale up capacity or reroute traffic
2024-04-30 17:00:00,96.87,32.54666666666667,111.18,1,Scale up capacity or reroute traffic
2024-04-30 18:00:00,247.49,30.103333333333335,250.91,0,Maintain current configuration
2024-04-30 19:00:00,73.42999999999999,35.42333333333334,68.17999999999999,0,Scale down unused capacity
2024-04-30 20:00:00,167.81,43.553333333333335,173.16000000000003,0,Maintain current configuration
2024-04-30 21:00:00,133.67000000000002,35.916666666666664,162.85000000000002,2,Scale up capacity or reroute traffic
2024-04-30 22:00:00,166.06,34.983333333333334,182.96,1,Scale up capacity or reroute traffic
2024-04-30 23:00:00,76.31,26.88,81.99000000000001,1,Scale up capacity or reroute traffic
2024-05-01 00:00:00,83.99,44.663333333333334,95.93,1,Scale up capacity or reroute traffic
2024-05-01 01:00:00,181.19,36.98666666666667,199.77,1,Scale up capacity or reroute traffic
2024-05-01 02:00:00,209.38,34.72,206.53,0,Maintain current configuration
2024-05-01 03:00:00,139.14,36.196666666666665,162.67000000000002,2,Scale up capacity or reroute traffic
2024-05-01 04:00:00,204.97,31.463333333333328,220.62,1,Scale up capacity or reroute traffic
2024-05-01 05:00:00,126.22,27.906666666666666,118.77000000000001,0,Scale down unused capacity
2024-05-01 06:00:00,237.87,49.32,253.45,1,Scale up capacity or reroute traffic
2024-05-01 07:00:00,86.04,39.02333333333333,97.03,1,Scale up capacity or reroute traffic
2024-05-01 08:00:00,150.85,31.289999999999996,152.64,0,Scale down unused capacity
2024-05-01 09:00:00,184.14999999999998,40.03666666666667,225.1,1,Scale up capacity or reroute traffic
2024-05-01 10:00:00,183.68,39.40333333333333,211.22,1,Scale up capacity or reroute traffic
2024-05-01 11:00:00,145.51999999999998,29.810000000000002,154.68,1,Scale up capacity or reroute traffic
2024-05-01 12:00:00,187.03,31.47666666666667,244.49,1,Scale up capacity or reroute traffic
2024-05-01 13:00:00,169.28,32.73666666666667,190.72,2,Scale up capacity or reroute traffic
2024-05-01 14:00:00,266.24,37.836666666666666,270.83,1,Scale up capacity or reroute traffic
2024-05-01 15:00:00,116.69,41.583333333333336,122.39,0,Scale down unused capacity
2024-05-01 16:00:00,102.59,47.66,116.72,1,Scale up capacity or reroute traffic
2024-05-01 17:00:00,146.76999999999998,22.34,144.75,0,Scale down unused capacity
2024-05-01 18:00:00,194.91000000000003,32.97,218.76,2,Scale up capacity or reroute traffic
2024-05-01 19:00:00,168.97,30.590000000000003,168.64000000000001,0,Maintain current configuration
2024-05-01 20:00:00,169.53,47.56666666666666,202.07999999999998,2,Scale up capacity or reroute traffic
2024-05-01 21:00:00,161.79,31.966666666666665,160.68,0,Maintain current configuration
2024-05-01 22:00:00,103.62,24.473333333333333,97.46000000000001,0,Scale down unused capacity
2024-05-01 23:00:00,118.21000000000001,34.61000000000001,141.39000000000001,1,Scale up capacity or reroute traffic
2024-05-02 00:00:00,171.56,39.42666666666667,202.19,1,Scale up capacity or reroute traffic
2024-05-02 01:00:00,112.86,43.583333333333336,129.66,1,Scale up capacity or reroute traffic
2024-05-02 02:00:00,165.32,28.153333333333336,163.74,0,Maintain current configuration
2024-05-02 03:00:00,168.62,43.06333333333333,190.13,1,Scale up capacity or reroute traffic
2024-05-02 04:00:00,237.15,23.53,271.46000000000004,2,Scale up capacity or reroute traffic
2024-05-02 05:00:00,151.51,44.720000000000006,156.83,0,Scale down unused capacity
2024-05-02 06:00:00,214.55,35.949999999999996,270.90999999999997,1,Scale up capacity or reroute traffic
2024-05-02 07:00:00,158.48,40.32333333333333,153.67000000000002,0,Scale down unused capacity
2024-05-02 08:00:00,97.67,24.24666666666667,212.1,2,Scale up capacity or reroute traffic
2024-05-02 09:00:00,163.54000000000002,22.27,247.79,1,Scale up capacity or reroute traffic
2024-05-02 10:00:00,93.19000000000001,28.846666666666668,147.53,1,Scale up capacity or reroute traffic
2024-05-02 11:00:00,173.04,30.14333333333333,275.0,1,Scale up capacity or reroute traffic
2024-05-02 12:00:00,189.07,39.696666666666665,216.31,2,Scale up capacity or reroute traffic
2024-05-02 13:00:00,142.08,30.69333333333333,171.17,2,Scale up capacity or reroute traffic
2024-05-02 14:00:00,203.56,44.416666666666664,216.41000000000003,1,Scale up capacity or reroute traffic
2024-05-02 15:00:00,116.94999999999999,38.14333333333334,128.99,2,Scale up capacity or reroute traffic
2024-05-02 16:00:00,87.36,33.64000000000001,114.50999999999999,2,Scale up capacity or reroute traffic
2024-05-02 17:00:00,167.91,40.54333333333333,180.99,1,Scale up capacity or reroute traffic
2024-05-02 18:00:00,172.47,50.556666666666665,173.61,0,Maintain current configuration
2024-05-02 19:00:00,134.39000000000001,38.53666666666667,137.98,0,Scale down unused capacity
2024-05-02 20:00:00,171.31,21.103333333333335,175.32,0,Maintain current configuration
2024-05-02 21:00:00,151.41,38.89333333333334,220.39999999999998,1,Scale up capacity or reroute traffic
2024-05-02 22:00:00,176.06,38.75333333333334,181.04,0,Maintain current configuration
